#name sbv sbv_err
SN2001ep 0.8885407003326 0.035890517932051225
SN2001fe 1.078638843612772 0.015015763273099059
SN2002de 0.9765209992135994 0.036894228915430205
SN2002dj 0.9601332608780269 0.016518142013548336
SN2002dp 0.9202052294637982 0.01536957141275671
SN2002ha 0.8182422709177904 0.01543480428979941
SN2003W 0.9466028845068349 0.024348048821673865
SN2004as 1.029799842207362 0.01961400567975135
SN2005am 0.6972372463182015 0.017041630269997818
SN2005cf 0.951238358553398 0.011875582836673775
SN2005eq 1.1355839348768204 0.027141937888569966
SN2005hk 0.8652546128871433 0.03928868166927166
SN2005kc 0.935684589005621 0.03429732516367414
SN2005ki 0.8051239146984834 0.00917428828987987
SN2005lz 0.9516463920739514 0.046184856222943264
SN2005mc 0.594585160851686 0.042722365792803155
SN2005mz 0.4773036961084715 0.017268004772568832
SN2006ac 0.8700845773046436 0.00870380021121629
SN2006az 0.8363820379346985 0.011676739556510482
SN2006bt 1.1892483986138929 0.034154457273840595
SN2006cc 1.0094306043926646 0.017109601391617275
SN2006cp 1.0716078728456715 0.03824411744346174
SN2006D 0.8234636056496885 0.008115900884675693
SN2006gr 1.2070659869049856 0.019426459743755137
SN2006le 1.1991771534185858 0.011880781370326455
SN2006N 0.7720979226512459 0.015794033944151624
SN2006oa 1.1891830672626282 0.0687813347314944
SN2006ob 0.6803509882457172 0.03061411640541458
SN2006S 1.1246078331480165 0.07213482009286892
SN2006sr 0.8639722482823143 0.019681942537728703
SN2006X 0.957883421168381 0.01260191357743452
SN2007co 0.9462202391762363 0.01218023792943576
SN2008bf 1.032278080213371 0.015035416347116309
SN2007A 1.0186413824347589 0.015091206497128777
SN2007cb 1.0986266167045722 0.05636940313949586
SN2007fb 0.8029237456100873 0.012638380364927197
SN2007if 1.4069035271708203 0.06000443136585599
SN2007is 0.9482021765927136 0.05232973622297406
SN2007kk 1.1563800827921034 0.04166896001575527
SN2007le 1.0029881391279782 0.012718261396894125
SN2007nq 0.7567150603074537 0.03291875189439674
SN2007ob 0.9480445378045974 0.02655606799564498
SN2007ss 0.8944526309250599 0.01702806823661513
SN2007sw 0.97378187504399 0.031912109099188686
SN2008A 1.1420303375415075 0.09836474062983162
SN2008ac 1.2012661716839694 0.054473666968960804
SN2008ae 0.8391260585232502 0.07242113108011398
SN2008ar 0.989500158367262 0.007886425775200231
SN2008C 0.9269919982843 0.010171419483406524
SN2008cm 0.811099691009687 0.010522254620294307
SN2008gb 0.9828612399709888 0.029868660654071226
SN2008hm 1.0342189057119047 0.019350310762854088
SN2008Y 1.189130364840666 0.06657441322014115
SN2008Z 1.1074089161440863 0.03316391091026144
SN2009ad 1.0033540477744818 0.011473019158817547
SN2009bv 1.0158930366795689 0.020643759718160258
SN2009do 0.9174234061224417 0.02438561024714977
SN2009ds 1.0583180539265062 0.039998548673680065
SN2009fv 0.44957606194599714 0.09071352381159453
SN2009gf 0.5334447130752218 0.048459875362798825
SN2009kq 0.9995575674714892 0.006144637593311285
SN2009lf 0.8112358158688905 0.029333240456495845
SN2009na 0.943615895459484 0.008260248048566073
SN2010A 1.1045760494498427 0.04083863449109575
SN2010ai 0.8113680377024125 0.007442636142066331
SN2010dw 1.051845835172627 0.039570161277082946
SN2010Y 0.6440788174801593 0.01042494989408901
snf20080522000 1.0470021418329298 0.0773782692441067
